,destination,passenger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon,direction
4996,0.5116147446260612,0.520571018701471,0.592083709296018,55,7,0.4103098749736023,24,0,0.5504603739394449,0.5495633085939859,0.5694176097157052,0.6049044300303617,0.647748579477857,0.5938899548582978,0.4103098749736023,0.44742060243306986,0.5872999321890665,0.5759552522667778,0.5829689586670679,0.5694176097157052,0.5713779005280573
4997,0.47717493741517525,0.588724899409055,0.592083709296018,55,22,0.4103098749736023,24,1,0.6153204156560275,0.5258897150151808,0.5694176097157052,0.5608357048359619,0.5401471501518079,0.5560104385543655,0.4103098749736023,0.44742060243306986,0.5785117820945342,0.5616795634105086,0.5009243792365514,0.5694176097157052,0.5713779005280573
4998,0.6456750514784412,0.520571018701471,0.5083397607703638,30,10,0.7093449600119948,24,0,0.6153204156560275,0.6118111158580831,0.5694176097157052,0.6957876648295389,0.5605946166240355,0.6061352573511393,0.6365547713971975,0.6097821531164065,0.5872999321890665,0.5759552522667778,0.7385349887250742,0.5694176097157052,0.5713779005280573
4999,0.6456750514784412,0.6820903766085761,0.592083709296018,30,10,0.7337927429585974,2,1,0.5741627300251797,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.5831237448485251,0.576843823465027,0.5905977506950006,0.44742060243306986,0.49537912093101844,0.5248701769701327,0.5009243792365514,0.5694176097157052,0.5713779005280573
5000,0.47717493741517525,0.520571018701471,0.5083397607703638,30,22,0.7337927429585974,24,0,0.5741627300251797,0.6118111158580831,0.5694176097157052,0.5830010938346573,0.5831237448485251,0.5938899548582978,0.5918815445839674,0.6435795310443364,0.5785117820945342,0.5616795634105086,0.5580930094534523,0.5694176097157052,0.5713779005280573
5001,0.6456750514784412,0.5438235515519535,0.592083709296018,55,14,0.49790467035320324,24,1,0.5199394408113182,0.5495633085939859,0.5694176097157052,0.5830010938346573,0.56805539770421,0.5560104385543655,0.5905977506950006,0.6435795310443364,0.6802242288027549,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5002,0.5116147446260612,0.520571018701471,0.592083709296018,55,7,0.49790467035320324,2,0,0.5824477100997172,0.5495633085939859,0.5694176097157052,0.5230209113731057,0.7117441685915036,0.5938899548582978,0.5918815445839674,0.6435795310443364,0.5785117820945342,0.6394162471132043,0.5009243792365514,0.5694176097157052,0.5713779005280573
5003,0.6456750514784412,0.6820903766085761,0.592083709296018,80,14,0.49790467035320324,24,1,0.5199394408113182,0.5495633085939859,0.5694176097157052,0.5830010938346573,0.7010679632263955,0.46287172287289646,0.5905977506950006,0.44742060243306986,0.5872999321890665,0.6394162471132043,0.5580930094534523,0.5694176097157052,0.5713779005280573
5004,0.5116147446260612,0.520571018701471,0.592083709296018,55,7,0.49790467035320324,2,1,0.5824477100997172,0.5495633085939859,0.5694176097157052,0.5608357048359619,0.5654177210492257,0.5581917481931282,0.6365547713971975,0.6076926697862707,0.5872999321890665,0.5759552522667778,0.5829689586670679,0.5694176097157052,0.5713779005280573
5005,0.5116147446260612,0.520571018701471,0.592083709296018,80,7,0.45849861335646597,24,0,0.6153204156560275,0.6118111158580831,0.5694176097157052,0.5781500638033178,0.5605946166240355,0.5560104385543655,0.5496675827143012,0.6097821531164065,0.5699785781573192,0.6394162471132043,0.7174379734412856,0.5694176097157052,0.5713779005280573
5006,0.6456750514784412,0.6820903766085761,0.592083709296018,80,14,0.49790467035320324,24,1,0.5741627300251797,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.56805539770421,0.5530612809257386,0.5905977506950006,0.6435795310443364,0.5699785781573192,0.5514014325644159,0.5829689586670679,0.5694176097157052,0.5713779005280573
5007,0.47717493741517525,0.588724899409055,0.592083709296018,30,22,0.7337927429585974,2,0,0.5824477100997172,0.5495633085939859,0.5694176097157052,0.6049044300303617,0.4284167392089004,0.576843823465027,0.5905977506950006,0.44742060243306986,0.6802242288027549,0.5514014325644159,0.5009243792365514,0.5694176097157052,0.5713779005280573
5008,0.6456750514784412,0.6820903766085761,0.592083709296018,30,22,0.7337927429585974,24,1,0.561031163468216,0.5495633085939859,0.5694176097157052,0.5830010938346573,0.56805539770421,0.5938899548582978,0.5918815445839674,0.5641080098460203,0.5699785781573192,0.5759552522667778,0.5580930094534523,0.5694176097157052,0.5713779005280573
5009,0.5116147446260612,0.520571018701471,0.592083709296018,80,7,0.7337927429585974,24,0,0.5741627300251797,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.5831237448485251,0.6165684357790346,0.5918815445839674,0.44742060243306986,0.5872999321890665,0.5616795634105086,0.5009243792365514,0.5694176097157052,0.5713779005280573
5010,0.6456750514784412,0.6820903766085761,0.592083709296018,80,18,0.49790467035320324,24,0,0.6153204156560275,0.5495633085939859,0.5694176097157052,0.6049044300303617,0.5712945073143804,0.5560104385543655,0.5918815445839674,0.5641080098460203,0.5785117820945342,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5011,0.47717493741517525,0.520571018701471,0.5083397607703638,30,22,0.7337927429585974,24,0,0.5199394408113182,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.5654177210492257,0.5938899548582978,0.6365547713971975,0.6076926697862707,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5012,0.5116147446260612,0.520571018701471,0.592083709296018,80,7,0.7337927429585974,2,0,0.5741627300251797,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.5831237448485251,0.5581917481931282,0.6006669984634477,0.6076926697862707,0.5785117820945342,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5621010673756079
5013,0.6456750514784412,0.520571018701471,0.592083709296018,55,18,0.49790467035320324,2,0,0.561031163468216,0.5495633085939859,0.5694176097157052,0.5230209113731057,0.4562982330026216,0.5581917481931282,0.5918815445839674,0.5641080098460203,0.5872999321890665,0.5759552522667778,0.5580930094534523,0.5694176097157052,0.5713779005280573
5014,0.5116147446260612,0.520571018701471,0.592083709296018,80,7,0.49790467035320324,2,1,0.5741627300251797,0.5495633085939859,0.5694176097157052,0.5830010938346573,0.5605946166240355,0.5447856678377785,0.5918815445839674,0.6435795310443364,0.5785117820945342,0.5759552522667778,0.7385349887250742,0.5694176097157052,0.5621010673756079
5015,0.5116147446260612,0.520571018701471,0.592083709296018,80,7,0.7337927429585974,24,1,0.6153204156560275,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.5605946166240355,0.6061352573511393,0.6006669984634477,0.6435795310443364,0.5699785781573192,0.5759552522667778,0.5829689586670679,0.5694176097157052,0.5621010673756079
5016,0.5116147446260612,0.520571018701471,0.592083709296018,55,7,0.49790467035320324,2,0,0.5504603739394449,0.5258897150151808,0.5694176097157052,0.5830010938346573,0.5605946166240355,0.5447856678377785,0.6365547713971975,0.5641080098460203,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5017,0.6456750514784412,0.6820903766085761,0.592083709296018,80,10,0.49790467035320324,2,0,0.5741627300251797,0.5258897150151808,0.5694176097157052,0.5608357048359619,0.4562982330026216,0.5530612809257386,0.6365547713971975,0.6076926697862707,0.5872999321890665,0.5759552522667778,0.5009243792365514,0.5694176097157052,0.5713779005280573
5018,0.6456750514784412,0.6820903766085761,0.592083709296018,80,18,0.7093449600119948,2,0,0.5824477100997172,0.5684994395218755,0.5694176097157052,0.5830010938346573,0.7010679632263955,0.6165684357790346,0.5918815445839674,0.5641080098460203,0.5785117820945342,0.5514014325644159,0.5829689586670679,0.5694176097157052,0.5713779005280573
5019,0.47717493741517525,0.588724899409055,0.592083709296018,30,22,0.7093449600119948,2,1,0.5741627300251797,0.5258897150151808,0.5694176097157052,0.5830010938346573,0.5831237448485251,0.6061352573511393,0.6365547713971975,0.6435795310443364,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5621010673756079
5020,0.5116147446260612,0.520571018701471,0.592083709296018,55,7,0.49790467035320324,24,0,0.5741627300251797,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.5831237448485251,0.5560104385543655,0.5918815445839674,0.6435795310443364,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5021,0.6456750514784412,0.6820903766085761,0.592083709296018,30,10,0.7337927429585974,2,0,0.5741627300251797,0.6118111158580831,0.5694176097157052,0.5830010938346573,0.5632715243535007,0.5560104385543655,0.6365547713971975,0.6097821531164065,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5022,0.6456750514784412,0.6820903766085761,0.592083709296018,80,10,0.49790467035320324,2,0,0.5199394408113182,0.5495633085939859,0.5694176097157052,0.5230209113731057,0.5632715243535007,0.5938899548582978,0.6365547713971975,0.6435795310443364,0.5872999321890665,0.5759552522667778,0.5580930094534523,0.5694176097157052,0.5713779005280573
5023,0.6456750514784412,0.5438235515519535,0.592083709296018,55,18,0.49790467035320324,24,1,0.561031163468216,0.5495633085939859,0.5694176097157052,0.5830010938346573,0.657669293142866,0.5560104385543655,0.6365547713971975,0.6435795310443364,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5024,0.47717493741517525,0.520571018701471,0.592083709296018,80,18,0.49790467035320324,2,0,0.5556252141191743,0.5495633085939859,0.5694176097157052,0.5608357048359619,0.4562982330026216,0.46287172287289646,0.5918815445839674,0.6435795310443364,0.5785117820945342,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5025,0.47717493741517525,0.520571018701471,0.592083709296018,80,18,0.4103098749736023,2,0,0.5199394408113182,0.5495633085939859,0.5694176097157052,0.6049044300303617,0.3889955200747362,0.5560104385543655,0.4103098749736023,0.44742060243306986,0.5872999321890665,0.5759552522667778,0.5009243792365514,0.5694176097157052,0.5621010673756079
5026,0.6456750514784412,0.6820903766085761,0.592083709296018,80,18,0.7093449600119948,24,1,0.561031163468216,0.5495633085939859,0.5694176097157052,0.5830010938346573,0.5699985476551515,0.5938899548582978,0.5918815445839674,0.5641080098460203,0.5699785781573192,0.5759552522667778,0.5829689586670679,0.5694176097157052,0.5713779005280573
5027,0.5116147446260612,0.520571018701471,0.44448859111374434,55,7,0.7093449600119948,2,1,0.561031163468216,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.4562982330026216,0.576843823465027,0.5918815445839674,0.6076926697862707,0.49537912093101844,0.5759552522667778,0.5829689586670679,0.5694176097157052,0.5621010673756079
5028,0.6456750514784412,0.6820903766085761,0.592083709296018,80,10,0.49790467035320324,2,1,0.6153204156560275,0.6118111158580831,0.5694176097157052,0.5608357048359619,0.56805539770421,0.5530612809257386,0.5905977506950006,0.44742060243306986,0.5785117820945342,0.5616795634105086,0.5580930094534523,0.5694176097157052,0.5713779005280573
5029,0.6456750514784412,0.6820903766085761,0.592083709296018,80,18,0.7093449600119948,2,0,0.5199394408113182,0.5203363432041324,0.5694176097157052,0.5830010938346573,0.7410295335357439,0.6061352573511393,0.5905977506950006,0.44742060243306986,0.49537912093101844,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5030,0.5116147446260612,0.520571018701471,0.592083709296018,80,7,0.7337927429585974,24,1,0.5504603739394449,0.5684994395218755,0.5694176097157052,0.5230209113731057,0.5831237448485251,0.5530612809257386,0.5905977506950006,0.6097821531164065,0.5699785781573192,0.6394162471132043,0.5829689586670679,0.5694176097157052,0.5713779005280573
5031,0.6456750514784412,0.6820903766085761,0.592083709296018,80,18,0.7093449600119948,2,0,0.5556252141191743,0.5495633085939859,0.5694176097157052,0.5230209113731057,0.5654177210492257,0.5447856678377785,0.5918815445839674,0.6435795310443364,0.5785117820945342,0.5616795634105086,0.5829689586670679,0.5694176097157052,0.5713779005280573
5032,0.5116147446260612,0.520571018701471,0.5083397607703638,30,7,0.7337927429585974,24,0,0.5556252141191743,0.6118111158580831,0.5694176097157052,0.5830010938346573,0.7346220574898467,0.6061352573511393,0.6006669984634477,0.6076926697862707,0.5785117820945342,0.5616795634105086,0.5829689586670679,0.5694176097157052,0.5621010673756079
5033,0.5116147446260612,0.520571018701471,0.592083709296018,55,7,0.49790467035320324,2,1,0.561031163468216,0.5258897150151808,0.5694176097157052,0.5830010938346573,0.657669293142866,0.46287172287289646,0.5918815445839674,0.6435795310443364,0.5699785781573192,0.5759552522667778,0.5829689586670679,0.5694176097157052,0.5713779005280573
5034,0.47717493741517525,0.520571018701471,0.592083709296018,80,18,0.49790467035320324,2,0,0.5824477100997172,0.5684994395218755,0.5694176097157052,0.6049044300303617,0.56805539770421,0.5530612809257386,0.6006669984634477,0.6076926697862707,0.5785117820945342,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5035,0.6456750514784412,0.6820903766085761,0.5083397607703638,30,14,0.7093449600119948,24,0,0.5504603739394449,0.5495633085939859,0.5694176097157052,0.6049044300303617,0.5699985476551515,0.5938899548582978,0.5905977506950006,0.5641080098460203,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5036,0.47717493741517525,0.588724899409055,0.592083709296018,80,18,0.49790467035320324,24,1,0.561031163468216,0.5495633085939859,0.5694176097157052,0.5830010938346573,0.5699985476551515,0.5938899548582978,0.5918815445839674,0.5641080098460203,0.5699785781573192,0.5759552522667778,0.5580930094534523,0.5694176097157052,0.5621010673756079
5037,0.6456750514784412,0.520571018701471,0.5083397607703638,30,14,0.4103098749736023,24,1,0.6153204156560275,0.5258897150151808,0.5694176097157052,0.5230209113731057,0.5699985476551515,0.5581917481931282,0.4103098749736023,0.5641080098460203,0.5785117820945342,0.5759552522667778,0.5829689586670679,0.5694176097157052,0.5713779005280573
5038,0.5116147446260612,0.520571018701471,0.44448859111374434,55,7,0.45849861335646597,24,0,0.6153204156560275,0.6118111158580831,0.5694176097157052,0.5830010938346573,0.7010679632263955,0.5581917481931282,0.6006669984634477,0.5641080098460203,0.5699785781573192,0.5759552522667778,0.5580930094534523,0.5694176097157052,0.5713779005280573
5039,0.47717493741517525,0.520571018701471,0.592083709296018,55,18,0.49790467035320324,24,0,0.6153204156560275,0.5495633085939859,0.5694176097157052,0.5608357048359619,0.5654177210492257,0.6165684357790346,0.5905977506950006,0.5641080098460203,0.49537912093101844,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5621010673756079
5040,0.47717493741517525,0.588724899409055,0.44448859111374434,55,18,0.7337927429585974,24,1,0.5199394408113182,0.5203363432041324,0.5694176097157052,0.6049044300303617,0.6801405613390404,0.5530612809257386,0.5918815445839674,0.5641080098460203,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5621010673756079
5041,0.47717493741517525,0.520571018701471,0.592083709296018,80,22,0.45849861335646597,24,0,0.5504603739394449,0.5495633085939859,0.5694176097157052,0.6049044300303617,0.5699985476551515,0.5938899548582978,0.5905977506950006,0.5641080098460203,0.5872999321890665,0.5514014325644159,0.5580930094534523,0.5694176097157052,0.5713779005280573
5042,0.47717493741517525,0.520571018701471,0.592083709296018,80,18,0.7093449600119948,2,0,0.5741627300251797,0.6118111158580831,0.5694176097157052,0.5781500638033178,0.5831237448485251,0.5560104385543655,0.5918815445839674,0.44742060243306986,0.49537912093101844,0.5616795634105086,0.5009243792365514,0.5694176097157052,0.5621010673756079
5043,0.6456750514784412,0.588724899409055,0.592083709296018,30,10,0.4103098749736023,24,1,0.561031163468216,0.5495633085939859,0.5694176097157052,0.5830010938346573,0.5699985476551515,0.5938899548582978,0.4103098749736023,0.5641080098460203,0.5699785781573192,0.5759552522667778,0.5580930094534523,0.5694176097157052,0.5713779005280573
5044,0.6456750514784412,0.6820903766085761,0.592083709296018,80,18,0.49790467035320324,24,0,0.6153204156560275,0.5495633085939859,0.5694176097157052,0.5608357048359619,0.4562982330026216,0.6165684357790346,0.5905977506950006,0.5641080098460203,0.5785117820945342,0.5514014325644159,0.5829689586670679,0.5694176097157052,0.5713779005280573
